CO_Concentration,Humidity,R1_Up_Slope,R1_Down_Slope,R2_Up_Slope,R2_Down_Slope,R3_Up_Slope,R3_Down_Slope,R4_Up_Slope,R4_Down_Slope,R5_Up_Slope,R5_Down_Slope,R6_Up_Slope,R6_Down_Slope,R7_Up_Slope,R7_Down_Slope,R8_Up_Slope,R8_Down_Slope,R9_Up_Slope,R9_Down_Slope,R10_Up_Slope,R10_Down_Slope,R11_Up_Slope,R11_Down_Slope,R12_Up_Slope,R12_Down_Slope,R13_Up_Slope,R13_Down_Slope,R14_Up_Slope,R14_Down_Slope
4.44,51.77,9.47,-4.74,10.98,-5.14,13.47,-6.15,5.48,-2.62,10.86,-5.31,12.23,-5.24,11.77,-5.75,3.6,-2.37,3.87,-1.73,3.42,-2.17,3.18,-2.42,3.71,-2.35,2.77,-2.11,3.69,-2.29
6.67,25.29,10.82,-5.16,12.49,-5.47,14.23,-6.19,8.43,-4.03,14.42,-6.01,13.44,-5.49,14.09,-6.43,10.08,-3.91,7.29,-3.41,9.0,-4.11,9.3,-3.8,8.99,-4.11,7.94,-3.7,10.18,-3.95
0,53.8,9.96,-5.45,12.63,-5.52,13.82,-6.0,5.72,-2.38,13.11,-5.57,12.47,-5.83,13.81,-6.3,7.7,-3.51,5.97,-2.98,7.32,-3.34,7.16,-2.92,6.73,-3.29,6.01,-2.8,7.57,-3.45
15.56,51.77,10.01,-5.23,11.98,-5.48,13.37,-6.39,5.92,-2.59,12.64,-5.64,12.97,-5.55,13.96,-5.81,12.3,-4.49,8.98,-3.69,13.2,-5.77,13.02,-4.47,14.12,-4.46,10.16,-4.45,13.05,-5.21
8.89,47.67,10.24,-5.26,12.04,-5.4,12.93,-6.35,6.33,-2.9,11.8,-5.79,12.08,-5.68,12.18,-6.11,3.23,-1.81,3.04,-1.7,2.54,-2.11,2.52,-2.37,2.95,-2.12,2.29,-1.85,2.49,-2.71
15.56,37.72,9.94,-5.82,12.26,-5.74,13.05,-6.38,7.34,-3.29,12.84,-6.28,13.56,-6.35,13.92,-6.36,6.76,-2.94,5.24,-2.35,5.9,-2.51,5.47,-2.33,5.69,-2.78,4.87,-2.28,5.68,-2.97
13.33,49.21,10.09,-5.78,11.91,-5.58,13.47,-6.59,6.29,-2.87,13.36,-6.54,12.65,-5.54,13.11,-6.12,3.77,-1.64,3.47,-1.58,3.06,-1.75,3.09,-1.51,3.08,-2.13,2.51,-1.74,3.1,-2.1
15.56,31.83,11.72,-6.0,14.04,-6.14,13.77,-6.73,8.12,-3.89,13.66,-6.68,13.0,-6.08,12.77,-6.24,3.83,-2.43,4.03,-1.68,3.94,-1.84,3.74,-1.83,4.16,-2.22,2.89,-2.13,4.04,-2.16
8.89,59.32,9.93,-5.32,11.18,-5.6,13.02,-5.95,4.63,-2.27,11.58,-6.07,12.78,-5.6,12.4,-6.21,4.12,-1.79,3.61,-1.77,3.69,-1.85,3.34,-1.75,3.52,-2.1,3.03,-1.52,3.42,-2.17
11.11,31.83,11.31,-5.78,13.76,-6.15,13.55,-6.32,8.49,-3.54,14.01,-5.96,14.3,-5.83,13.65,-6.23,6.42,-3.14,5.95,-2.66,6.13,-2.8,5.88,-2.5,5.99,-3.0,5.22,-2.43,5.85,-3.06
0,48.7,10.45,-5.62,12.42,-6.67,13.55,-6.22,5.87,-2.77,12.59,-5.66,13.61,-5.87,12.91,-6.35,5.29,-2.43,4.46,-2.25,4.84,-2.23,4.36,-2.29,4.77,-2.51,4.11,-2.02,4.98,-2.45
15.56,52.78,11.44,-5.46,14.03,-6.14,13.48,-6.59,5.78,-2.58,12.59,-5.63,13.55,-5.54,13.79,-6.3,12.67,-4.15,9.98,-3.65,13.85,-5.07,13.45,-4.64,13.43,-1.98,11.26,-4.37,13.44,-4.65
17.78,41.42,11.04,-5.51,11.93,-5.58,13.15,-6.0,6.93,-3.31,12.69,-6.62,13.29,-6.21,12.42,-6.2,3.47,-1.62,3.19,-1.63,3.04,-1.59,2.79,-1.88,3.42,-1.95,2.26,-1.89,3.21,-1.96
11.11,48.7,9.99,-5.5,11.47,-5.52,12.98,-6.1,5.85,-2.63,12.95,-6.51,12.5,-5.62,13.36,-6.42,3.14,-1.58,2.61,-1.6,0.75,-1.17,2.5,-1.63,2.89,-1.77,0.74,-1.21,2.67,-1.86
0,68.62,9.2,-4.92,11.25,-5.27,12.61,-6.16,3.22,-1.44,10.51,-4.79,12.11,-5.3,12.11,-5.53,4.28,-2.33,3.94,-1.84,4.61,-2.25,4.13,-2.11,4.66,-2.13,3.03,-2.0,4.5,-2.3
11.11,54.81,9.8,-5.36,11.3,-5.29,13.41,-6.12,5.12,-2.29,11.73,-5.35,12.31,-5.38,12.08,-5.51,13.53,-4.77,8.22,-3.53,13.69,-5.58,12.46,-4.76,12.42,-4.44,9.94,-4.06,12.78,-5.01
13.33,58.82,9.17,-4.75,11.28,-5.11,12.72,-6.02,4.71,-2.18,11.57,-5.47,12.49,-5.28,11.69,-5.54,5.04,-2.34,4.28,-2.12,4.66,-2.36,4.64,-2.2,4.64,-2.51,3.82,-1.81,4.8,-2.54
15.56,26.39,10.4,-5.2,11.11,-5.56,13.2,-6.46,7.94,-4.06,11.82,-6.18,11.97,-5.61,12.42,-6.21,4.13,-2.06,3.84,-2.01,3.99,-1.86,3.64,-1.91,3.74,-2.28,2.77,-2.17,3.85,-2.3
17.78,44.03,10.2,-5.59,12.04,-5.64,13.8,-6.0,6.52,-3.12,13.34,-5.68,12.22,-5.72,13.38,-6.25,3.23,-2.05,3.29,-1.61,3.07,-1.64,3.01,-1.72,3.17,-2.06,2.32,-1.82,3.6,-1.68
2.22,68.11,9.27,-4.95,10.59,-5.18,12.49,-5.7,3.21,-1.5,10.12,-4.94,11.91,-5.45,11.69,-5.71,2.79,-1.56,0.44,-1.56,0.78,-1.17,2.23,-1.76,2.82,-1.57,0.75,-1.09,2.44,-1.86
8.89,50.22,10.63,-5.28,11.55,-5.62,12.84,-6.11,6.17,-2.74,13.02,-5.39,13.07,-5.57,13.19,-6.27,9.66,-4.29,8.47,-3.44,11.43,-4.64,10.67,-3.8,10.5,-4.57,8.82,-3.92,10.33,-4.81
0,68.1,11.08,-5.15,12.43,-5.29,14.36,-6.38,3.64,-1.58,11.51,-5.12,12.92,-5.5,12.55,-5.7,5.56,-2.85,4.75,-2.17,5.83,-2.59,5.68,-2.53,5.66,-2.7,4.15,-2.17,6.25,-2.58
17.78,26.38,12.02,-5.46,13.63,-6.22,15.46,-6.87,8.9,-4.06,13.88,-6.33,13.99,-5.83,16.05,-6.49,14.58,-4.68,10.91,-4.06,14.75,-5.31,15.54,-2.12,15.11,-5.33,13.72,-4.57,15.73,-5.14
4.44,30.19,12.13,-5.79,14.53,-6.49,15.35,-6.67,8.96,-4.09,15.09,-6.42,15.48,-6.45,14.59,-6.81,2.98,-1.81,3.16,-1.44,0.78,-1.14,2.47,-1.82,3.12,-1.83,0.88,-1.51,3.02,-1.76
11.11,44.54,12.51,-6.11,13.37,-6.1,16.29,-6.58,7.93,-3.14,15.83,-6.26,15.54,-6.02,15.41,-6.09,10.24,-4.05,8.07,-3.43,9.52,-4.14,9.67,-3.6,9.89,-3.71,8.14,-3.62,10.6,-3.89
17.78,21.97,12.39,-6.49,14.45,-6.15,15.98,-7.1,10.05,-4.27,16.62,-7.22,15.43,-6.43,16.61,-6.71,6.18,-2.5,5.25,-2.28,5.31,-2.36,5.04,-2.24,4.98,-2.72,4.87,-2.06,5.42,-2.59
4.44,65.68,11.03,-5.39,13.27,-5.93,14.13,-6.28,3.98,-1.69,11.94,-5.19,14.45,-5.61,13.82,-6.15,2.85,-1.74,0.76,-1.08,0.77,-1.16,2.04,-2.23,3.0,-1.76,0.81,-1.14,2.48,-2.0
13.33,55.29,11.03,-5.59,13.74,-5.52,14.32,-6.46,5.66,-2.32,13.29,-5.99,13.79,-5.54,15.07,-5.86,10.63,-3.97,7.25,-3.13,10.87,-3.91,9.97,-3.19,10.25,-3.99,7.84,-3.29,9.96,-4.09
17.78,60.28,10.22,-4.88,11.9,-5.32,13.6,-5.92,4.49,-2.05,12.06,-5.24,13.35,-5.56,13.08,-5.81,4.47,-2.19,3.69,-2.06,4.64,-2.02,4.16,-2.08,4.83,-2.26,3.97,-1.64,4.32,-2.47
11.11,25.28,9.69,-4.1,13.11,-5.98,14.52,-6.46,8.87,-3.86,14.02,-6.69,13.18,-5.61,15.08,-6.37,3.03,-1.89,3.33,-1.45,0.76,-1.1,2.72,-1.59,3.2,-1.8,0.77,-1.33,3.12,-1.75
2.22,19.75,12.54,-6.19,14.94,-6.29,16.38,-7.2,10.89,-4.59,16.54,-6.62,16.86,-6.61,15.41,-7.11,5.35,-2.52,4.71,-2.49,5.32,-2.34,4.73,-2.39,5.22,-2.7,4.77,-2.14,5.03,-2.78
13.33,16.39,14.86,-6.78,17.47,-7.48,16.16,-7.56,12.93,-4.47,18.09,-7.24,18.13,-7.25,19.15,-7.27,11.69,-4.77,10.33,-4.34,12.72,-5.68,11.75,-4.7,12.93,-4.91,11.37,-4.74,12.28,-5.01
2.22,31.828,18.45,-6.96,20.2,-7.14,22.1,-7.51,12.44,-4.06,20.66,-6.88,20.98,-6.29,21.66,-6.63,5.65,-2.08,4.93,-2.13,5.25,-1.82,4.17,-2.29,5.48,-2.42,4.71,-1.93,5.43,-2.22
15.56,42.46,16.21,-7.16,18.73,-6.63,19.49,-7.19,9.38,-3.59,18.48,-7.07,18.84,-6.66,18.77,-6.78,17.72,-5.42,12.32,-4.27,15.94,-4.87,19.81,-5.32,16.3,-4.88,13.81,-4.7,16.02,-5.0
11.11,18.07,19.19,-7.85,19.83,-7.03,19.47,-7.2,13.63,-4.54,17.82,-4.99,24.17,-7.25,20.43,-6.81,4.94,-1.83,4.95,-1.83,3.75,-1.92,3.94,-1.88,4.58,-2.35,4.72,-1.64,4.86,-1.99
20,51.76,17.32,-7.09,16.41,-6.77,18.85,-6.97,7.67,-2.71,17.19,-6.09,17.98,-6.24,19.14,-6.38,7.36,-2.45,6.89,-2.44,7.04,-2.6,6.48,-2.4,6.46,-3.01,5.95,-2.38,7.03,-2.81
2.22,41.42,13.71,-5.74,14.45,-5.66,17.09,-6.46,8.86,-3.28,17.16,-6.48,16.14,-5.84,15.92,-6.67,2.67,-1.81,0.5,-1.77,0.52,-1.94,0.78,-1.17,3.15,-1.65,0.88,-1.2,0.88,-1.21
20,51.77,13.44,-5.49,15.8,-5.59,17.68,-6.53,7.43,-2.63,15.62,-5.64,15.45,-5.79,17.8,-6.05,13.43,-4.13,11.17,-3.79,15.75,-4.82,13.72,-4.4,14.84,-4.75,13.25,-4.14,16.26,-4.46
6.67,44.05,13.26,-5.65,15.34,-6.1,16.29,-6.26,8.44,-3.17,16.2,-6.23,15.24,-5.61,16.59,-6.01,2.62,-1.79,0.45,-1.6,0.45,-1.67,0.75,-1.2,3.27,-1.62,0.76,-1.14,0.83,-1.15
17.78,46.6415,14.14,-5.47,15.59,-5.64,15.5,-6.34,8.53,-2.67,17.63,-5.51,15.95,-5.77,16.38,-6.19,10.7,-3.65,8.28,-3.0,10.22,-3.56,9.79,-3.0,9.35,-3.53,8.77,-2.8,9.74,-3.6
0,43.53,11.75,-4.8,15.51,-5.93,16.97,-6.27,8.07,-2.92,14.3,-5.28,15.25,-5.4,15.24,-5.75,2.97,-2.08,3.65,-1.43,0.78,-1.23,2.75,-1.69,3.51,-1.8,0.94,-1.27,2.95,-1.94
13.33,69.58,11.42,-4.86,13.68,-5.03,16.16,-6.2,0.02,-1.42,12.91,-4.85,15.01,-4.99,15.43,-5.46,13.65,-3.86,8.91,-3.02,15.9,-4.96,17.37,-4.43,15.98,-4.52,10.41,-3.31,15.86,-4.85
6.67,72.92,10.8,-4.52,11.95,-5.04,14.43,-5.45,0.22,-1.42,10.95,-4.13,14.37,-5.09,13.47,-5.2,4.26,-1.98,3.56,-1.54,4.27,-1.88,4.43,-1.64,4.73,-1.93,0.81,-1.06,4.45,-2.12
20,55.82,13.31,-4.64,15.96,-5.09,20.34,-5.74,7.99,-2.16,16.41,-5.1,18.38,-4.87,19.08,-5.51,11.74,-2.93,7.33,-2.34,11.79,-3.26,10.11,-3.01,11.13,-3.08,8.71,-2.46,11.19,-3.4
0,50.75,12.94,-4.42,16.69,-4.87,18.05,-5.62,8.23,-2.45,15.41,-5.26,16.2,-5.17,17.7,-5.51,0.82,-1.26,0.44,-1.65,0.5,-1.75,0.81,-1.25,0.92,-1.31,0.85,-1.3,0.88,-1.62
8.89,60.81,14.38,-4.58,15.63,-5.1,17.39,-5.93,5.97,-1.95,15.47,-5.27,17.6,-5.13,19.31,-5.46,18.55,-4.92,10.57,-3.08,20.96,-4.93,21.99,-4.32,19.67,-4.63,13.54,-3.67,21.46,-4.45
4.44,27.49,14.33,-4.97,18.59,-5.5,19.93,-6.16,12.31,-3.64,19.42,-6.0,18.46,-5.35,20.02,-5.75,9.32,-2.82,7.51,-2.49,8.23,-2.79,8.26,-2.5,8.35,-2.83,7.82,-2.2,9.88,-2.77
13.33,32.92,15.71,-5.35,19.13,-5.98,20.61,-6.27,12.12,-3.53,17.74,-6.17,20.91,-5.97,21.42,-6.38,12.15,-3.87,9.92,-3.38,14.65,-3.96,12.95,-3.18,13.8,-3.73,11.91,-3.29,13.81,-4.11
2.22,60.33,13.82,-5.09,16.78,-5.3,19.42,-5.85,6.49,-2.09,16.91,-5.58,17.6,-5.56,17.57,-5.93,5.79,-2.26,5.18,-1.82,5.78,-1.43,4.57,-2.43,6.09,-2.19,3.66,-2.15,4.18,-3.16
20,24.2,16.76,-5.84,18.17,-5.79,21.86,-6.64,14.13,-4.12,21.49,-6.26,21.57,-6.28,23.01,-6.22,19.28,-5.21,12.85,-3.67,17.23,-4.66,18.15,-4.1,17.47,-4.63,15.2,-4.2,17.45,-4.72
6.67,46.65,14.77,-5.63,19.08,-6.23,21.37,-6.65,10.0,-3.05,19.04,-6.5,20.41,-6.09,19.29,-6.14,3.08,-1.83,0.43,-1.54,0.45,-1.66,0.8,-1.19,0.88,-1.35,0.81,-1.27,0.86,-1.2
15.56,60.83,16.03,-5.59,18.25,-5.43,22.56,-6.37,7.05,-1.95,19.99,-5.52,19.68,-5.33,20.03,-5.66,12.22,-3.38,8.33,-2.48,12.31,-3.4,11.19,-2.91,11.26,-3.11,8.69,-2.7,13.09,-3.34
4.44,63.29,13.76,-4.41,16.44,-5.29,19.69,-5.61,5.58,-1.83,15.1,-5.07,18.61,-5.47,18.42,-5.78,4.76,-2.22,4.4,-1.58,5.12,-1.72,4.49,-1.94,4.99,-2.03,3.4,-1.76,5.01,-2.0
0,26.4,15.35,-5.23,18.76,-5.86,21.67,-6.59,12.34,-3.94,19.31,-5.75,19.85,-5.67,18.98,-6.19,12.49,-3.99,10.58,-3.38,14.08,-4.19,13.34,-3.4,14.15,-3.83,11.64,-3.54,13.91,-4.06
8.89,53.32,15.4,-5.37,18.59,-5.42,21.24,-6.0,8.25,-2.46,18.23,-5.43,21.55,-5.71,19.72,-4.93,20.66,-5.06,14.99,-3.59,22.58,-5.53,21.82,-1.91,21.84,-4.62,14.84,-4.42,22.43,-4.93
6.67,45.62,17.81,-5.39,21.21,-5.87,24.75,-6.6,11.96,-3.05,24.57,-5.75,24.98,-5.61,25.64,-6.13,12.0,-2.5,9.99,-2.34,10.48,-2.73,9.72,-2.54,10.53,-2.81,8.78,-2.34,11.43,-3.05
4.44,48.72,18.33,-5.12,20.9,-5.34,26.39,-6.46,11.82,-2.77,24.04,-5.75,23.69,-5.43,25.8,-5.61,15.39,-3.21,9.17,-2.59,13.45,-3.22,12.74,-2.92,14.12,-3.01,11.85,-2.58,12.72,-3.32
8.89,31.84,20.2,-5.65,24.32,-6.35,26.93,-6.59,16.0,-3.75,30.75,-5.78,25.44,-5.96,27.81,-6.06,19.58,-4.17,13.11,-3.42,20.84,-3.91,19.12,-3.52,17.34,-3.69,15.96,-3.48,18.91,-3.94
0,52.8,19.31,-5.39,23.72,-5.44,29.09,-6.19,12.05,-2.51,24.82,-5.94,26.33,-6.04,27.13,-5.78,13.33,-2.5,9.87,-2.31,11.58,-2.77,10.74,-2.51,10.82,-2.89,10.3,-2.24,11.05,-2.95
4.44,70.08,18.29,-5.11,21.56,-5.51,26.2,-5.58,0.99,-1.18,19.9,-4.76,23.79,-5.45,26.14,-5.56,19.85,-3.89,11.52,-2.88,27.13,-4.79,23.68,-4.31,22.61,-4.52,17.89,-3.29,26.8,-4.47
8.89,37.74,17.98,-5.44,22.38,-5.71,26.47,-6.33,14.61,-3.42,23.93,-5.6,24.02,-5.39,24.9,-5.95,16.0,-3.67,12.5,-3.19,19.3,-4.02,15.58,-3.57,17.82,-3.64,13.86,-3.31,17.11,-4.0
11.11,51.2776,18.85,-5.15,22.77,-5.7,23.74,-6.34,11.29,-2.59,23.89,-5.6,23.98,-5.39,24.39,-5.84,9.58,-2.77,8.99,-2.3,10.37,-2.71,8.97,-2.59,8.9,-2.9,6.84,-2.44,10.63,-2.78
6.67,32.92,19.04,-4.23,23.46,-5.99,24.05,-6.41,17.47,-3.64,26.06,-6.23,25.52,-5.85,26.42,-6.46,8.42,-2.49,8.3,-2.21,8.57,-2.29,6.45,-2.52,7.8,-2.6,7.86,-1.92,5.19,-3.62
4.44,36.14,22.09,-6.17,26.25,-6.15,25.22,-6.88,14.35,-3.74,30.38,-6.34,29.49,-6.02,26.58,-6.36,17.21,-3.23,13.44,-2.8,15.11,-3.22,14.09,-2.82,15.37,-2.51,12.67,-2.76,14.19,-3.47
11.11,30.76,20.48,-6.19,28.35,-6.49,28.52,-6.67,19.41,-3.96,28.63,-6.56,31.29,-6.25,32.0,-6.52,18.49,-3.77,15.62,-3.58,17.55,-4.1,17.69,-3.53,18.52,-3.78,15.18,-3.63,19.2,-4.0
6.67,67.1679,23.63,-5.86,22.68,-5.87,25.55,-6.2,5.87,-1.72,23.4,-5.04,26.35,-5.44,21.9,-5.92,8.38,-2.26,7.11,-1.88,6.99,-2.31,8.85,-1.87,10.6,-2.28,6.5,-1.8,8.54,-2.31
8.89,50.25,25.06,-5.24,28.67,-5.48,38.46,-5.84,17.95,-2.61,35.55,-5.28,38.86,-5.53,38.38,-5.82,21.79,-3.24,15.07,-2.56,19.15,-3.32,20.29,-2.89,20.97,-3.11,15.66,-2.78,24.83,-3.09
13.33,29.67,30.06,-5.47,33.77,-5.75,35.2,-6.26,22.35,-3.8,35.35,-6.15,33.68,-3.3,37.0,-6.58,18.85,-2.81,13.14,-2.57,17.58,-2.67,12.57,-2.86,14.45,-2.95,13.7,-2.43,14.69,-3.0
15.56,39.86,30.58,-6.41,35.68,-6.98,39.5,-7.03,20.62,-3.59,45.75,-5.72,49.13,-6.02,44.48,-6.78,12.96,-1.97,10.62,-1.89,10.64,-1.89,10.31,-1.83,9.52,-2.27,10.71,-1.67,12.74,-1.94
8.89,37.7378,32.63,-5.81,32.87,-6.3,43.78,-6.53,19.82,-3.88,40.08,-5.85,41.35,-5.92,33.29,-6.67,6.1,-2.14,8.42,-1.65,7.3,-1.7,4.61,-2.12,7.79,-2.04,4.45,-1.93,4.74,-2.44
6.67,30.76,36.19,-6.57,36.92,-6.27,38.73,-6.73,30.27,-3.7,49.67,-6.08,43.67,-6.23,40.41,-7.02,17.79,-3.09,13.9,-2.78,18.58,-2.83,19.71,-2.46,13.86,-3.22,17.1,-2.6,19.75,-3.0
2.22,46.13,30.04,-6.28,31.83,-6.22,40.9,-7.1,19.33,-3.29,37.61,-6.39,37.38,-6.22,37.03,-6.43,24.84,-3.62,20.15,-2.87,22.88,-3.4,24.41,-3.04,22.74,-3.38,20.29,-3.08,23.26,-3.46
0,26.4,31.44,-6.44,41.02,-6.85,38.61,-6.58,24.89,-4.07,45.72,-6.42,43.99,-6.17,35.01,-6.72,38.37,-4.52,29.57,-4.15,36.21,-5.29,34.47,-4.48,34.54,-4.85,36.16,-4.44,33.08,-4.64
4.44,65.72,24.77,-5.76,33.55,-5.6,42.41,-6.32,11.06,-1.58,27.72,-5.31,35.04,-5.72,40.64,-5.93,32.79,-4.25,23.91,-3.28,52.36,-5.04,43.37,-1.93,45.08,-5.11,31.95,-3.76,43.14,-4.98
0,43.01,27.9,-5.71,31.45,-6.02,32.93,-6.58,16.82,-3.29,33.69,-5.73,36.09,-6.01,35.5,-6.17,24.67,-4.2,16.44,-3.57,23.8,-4.14,26.74,-3.74,30.46,-3.72,18.17,-3.63,24.36,-4.14
20,55.83,26.18,-5.48,35.16,-5.86,36.04,-6.27,13.95,-2.37,32.57,-5.54,39.26,-5.61,40.3,-6.0,39.65,-4.4,23.39,-3.74,44.05,-5.18,43.82,-4.78,44.73,-4.63,35.85,-4.39,53.21,-4.93
17.78,21.99,41.06,-7.83,15.84,-5.27,14.88,-5.11,13.06,-4.14,15.67,-4.97,16.42,-4.8,15.52,-5.42,2.34,-1.27,0.26,-1.45,0.03,-1.13,0.14,-1.2,2.7,-1.25,0.02,-1.07,2.33,-1.2
13.33,48.71,13.55,-4.66,13.45,-4.7,16.02,-5.09,6.73,-2.1,14.04,-4.46,14.39,-5.02,13.91,-5.1,3.61,-1.22,3.49,-1.24,3.31,-1.05,2.74,-1.23,3.27,-1.58,3.26,-1.18,3.63,-1.29
17.78,66.68,11.0,-4.07,11.66,-4.04,12.65,-4.82,3.63,-1.28,11.58,-3.96,13.09,-4.34,12.11,-4.41,4.12,-1.57,3.96,-1.31,4.0,-1.46,3.59,-1.35,4.08,-1.65,3.29,-1.18,4.3,-1.54
2.22,57.32,10.37,-4.01,12.08,-3.98,13.46,-4.5,4.64,-1.66,11.09,-3.78,11.52,-3.98,13.29,-4.51,3.72,-1.09,3.41,-1.14,3.43,-1.24,3.21,-1.3,3.65,-1.65,3.67,-1.31,3.95,-1.41
20,48.69,10.25,-5.48,12.36,-6.05,12.85,-6.15,6.75,-2.9,12.87,-5.63,13.01,-5.97,13.35,-6.25,11.58,-4.31,10.42,-3.81,14.44,-5.49,12.07,-4.3,12.7,-4.54,11.01,-4.5,13.63,-4.98
15.56,38.78,10.51,-5.5,12.73,-6.23,13.21,-6.03,7.66,-3.59,12.53,-5.99,12.58,-5.39,13.05,-5.95,0.69,-1.27,0.17,-1.14,0.2,-1.92,0.61,-1.62,0.66,-1.31,0.09,-1.72,0.67,-1.29
20,37.18,11.43,-5.76,11.75,-5.92,13.21,-6.51,7.38,-3.73,12.85,-5.79,13.19,-5.82,13.04,-6.43,3.38,-1.67,2.96,-1.63,2.79,-1.57,2.84,-1.6,3.21,-1.73,0.02,-1.34,2.98,-1.91
4.44,57.29,10.04,-5.5,12.38,-5.92,13.28,-6.07,5.78,-2.46,12.53,-5.45,11.96,-5.61,11.83,-5.92,2.75,-1.68,0.45,-1.67,0.75,-1.12,2.12,-1.88,2.42,-1.68,0.78,-1.34,2.45,-1.65
15.56,30.73,11.37,-5.69,13.81,-6.04,14.56,-7.12,8.67,-4.06,13.78,-6.03,13.93,-5.97,14.27,-6.38,8.03,-4.01,8.23,-3.6,9.31,-4.16,8.15,-3.57,8.9,-3.71,7.91,-3.37,8.94,-3.92
6.67,51.22,10.45,-5.59,12.19,-6.1,13.6,-6.65,6.46,-3.1,12.72,-6.23,13.45,-5.89,13.37,-6.11,3.74,-2.0,3.42,-1.67,3.26,-1.63,3.01,-1.79,3.44,-1.97,2.4,-2.0,3.02,-2.23
2.22,29.65,11.12,-5.89,12.97,-6.43,14.55,-6.59,9.34,-4.14,14.79,-6.7,13.9,-6.17,14.7,-6.65,7.78,-3.29,6.73,-3.19,6.91,-3.66,6.53,-3.1,6.92,-2.73,6.19,-3.0,7.14,-3.46
11.11,49.71,11.63,-6.3,12.86,-5.97,13.82,-6.25,6.91,-3.06,13.72,-6.21,14.53,-6.44,14.62,-6.16,11.61,-4.38,9.22,-3.81,11.96,-4.35,10.86,-4.02,10.89,-4.41,9.46,-3.99,11.04,-4.47
2.22,60.28,10.93,-5.59,12.26,-5.48,12.89,-6.01,5.1,-2.12,12.03,-5.49,12.91,-5.65,12.27,-6.0,4.88,-2.73,4.68,-2.09,4.46,-2.55,4.84,-2.06,5.07,-2.54,4.07,-2.0,4.88,-2.5
13.33,62.27,10.34,-5.28,11.51,-5.38,12.66,-5.91,4.5,-2.01,10.83,-5.29,12.18,-5.33,12.53,-5.84,11.16,-4.24,7.69,-3.08,10.33,-4.61,10.81,-3.86,10.97,-4.25,8.19,-3.48,10.81,-4.5
4.44,51.77,9.61,-4.81,11.05,-5.18,12.46,-5.97,6.24,-2.79,11.41,-5.47,11.04,-5.41,12.1,-5.92,3.42,-2.39,3.55,-1.82,3.66,-1.91,3.24,-2.19,3.72,-2.17,2.72,-2.08,2.84,-3.2
6.67,24.21,10.37,-5.19,12.23,-5.99,13.95,-6.67,8.74,-4.1,13.42,-6.29,12.74,-5.84,13.83,-6.18,9.31,-3.61,7.7,-3.46,8.15,-4.08,8.35,-3.44,8.58,-3.76,8.05,-3.36,8.72,-4.08
0,53.85,10.99,-5.25,12.37,-5.79,13.28,-6.2,5.9,-2.64,12.94,-5.91,13.32,-5.83,13.39,-5.7,7.87,-3.35,5.96,-3.05,7.0,-3.2,6.78,-2.91,6.79,-3.1,6.11,-2.66,7.47,-3.18
15.56,51.83,10.33,-5.4,11.25,-5.51,14.08,-6.73,6.2,-2.71,13.16,-5.48,13.07,-5.61,13.03,-5.7,11.48,-4.2,10.35,-3.78,12.87,-5.25,13.16,-4.31,12.92,-4.54,10.67,-4.36,11.98,-4.84
8.89,47.74,9.55,-5.11,11.65,-5.46,12.72,-6.22,6.37,-3.05,12.19,-5.57,12.47,-5.46,12.44,-6.09,2.99,-2.02,3.19,-1.53,2.79,-1.56,2.59,-2.1,3.19,-1.9,2.22,-1.81,2.48,-2.49
15.56,37.25,11.03,-5.64,11.83,-5.92,13.95,-6.51,7.75,-3.47,13.72,-6.27,13.05,-5.71,13.5,-5.87,5.94,-2.53,5.33,-2.39,5.67,-2.59,5.17,-2.36,5.42,-2.53,4.45,-2.23,5.67,-2.77
13.33,49.8,10.23,-5.12,11.3,-5.66,12.54,-6.14,6.47,-2.89,12.94,-5.91,12.32,-5.77,12.52,-6.26,3.46,-1.98,2.95,-1.65,2.86,-1.6,2.93,-1.64,3.17,-1.94,2.36,-1.74,2.9,-2.14
15.56,31.88,9.79,-4.57,11.96,-5.98,14.06,-6.88,8.16,-3.91,14.42,-6.9,13.32,-5.83,13.37,-6.11,4.17,-2.09,3.83,-1.87,3.55,-1.9,3.53,-1.73,3.28,-2.42,3.29,-1.54,3.67,-2.18
8.89,59.4,9.77,-5.24,11.7,-5.48,13.28,-6.06,5.31,-2.26,12.13,-5.54,11.32,-5.67,12.29,-5.73,3.9,-1.95,3.26,-1.71,3.3,-1.77,3.08,-1.84,3.6,-1.89,2.56,-1.89,3.1,-2.23
11.11,31.88,11.29,-6.05,12.96,-5.79,14.24,-6.5,8.8,-3.67,14.88,-6.33,13.45,-5.89,13.15,-6.44,6.21,-2.84,5.65,-2.58,6.06,-2.64,5.54,-2.36,5.36,-2.81,4.79,-2.35,5.57,-2.92
0,49.29,10.81,-5.79,11.51,-5.76,13.81,-6.32,6.79,-2.83,12.82,-5.74,12.78,-5.6,12.74,-5.83,4.88,-2.73,4.64,-2.12,4.58,-2.29,4.36,-1.96,4.6,-2.41,3.96,-1.94,4.82,-2.36
15.56,52.87,10.88,-5.82,11.87,-5.44,14.31,-6.39,5.92,-2.77,11.96,-5.6,13.09,-5.61,13.3,-5.94,11.57,-4.15,10.44,-4.18,13.06,-5.49,13.12,-4.37,12.59,-4.75,10.68,-4.45,12.72,-4.89
